TUNE_IDX,WINDOW_LIMIT,LATENT_DIM,HIDDEN_DIM,TOKEN_CUTS,MIN_BASE_TOKEN_REPRESENATION,MAX_TOKENS_PER_BASE_TOKEN,PHYS_IMPRESSION_TOKENS,RNN_TYPE,EMBED_DROPOUT,RNN_LAYERS,NUM_EPOCHS,ES_PATIENCE,IMBALANCE_CORRECTION,OUTCOME_LABEL,LEARNING_RATE,BATCH_SIZE,REPEAT,FOLD
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,5,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,5,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,5,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,5,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,5,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,6,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,6,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,6,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,6,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,6,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,7,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,7,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,7,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,7,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,7,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,8,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,8,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,8,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,8,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,8,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,9,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,9,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,9,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,9,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,9,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,10,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,10,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,10,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,10,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,10,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,11,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,11,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,11,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,11,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,11,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,12,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,12,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,12,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,12,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,12,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,13,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,13,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,13,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,13,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,13,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,14,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,14,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,14,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,14,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,14,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,15,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,15,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,15,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,15,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,15,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,16,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,16,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,16,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,16,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,16,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,17,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,17,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,17,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,17,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,17,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,18,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,18,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,18,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,18,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,18,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,19,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,19,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,19,3
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,19,4
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,19,5
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,20,1
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,20,2
1,6,128,128,20,None,None,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,20,3
